post,tema,topic
 mogao iskustva psima posavetuje ritrivera ženku staru skoro sedam meseci nemirna cima laje dosta ludi drugim psima mackama onako igra mlati repom sudtini vesela nemirna veze dresurom preblagi uzrastom jednostavno takva po prirodi zajedno rekla razmažena nismo fazonu pudtamo radi cini rastrojstvu tice aktivnosti dan ide detњu po nekoliko puta pudtamo istrci po okolnim livadama voљa daљe vuce dadava skace luda vidi drugog psa mala odvojili majke veze prestati odraste jedno godinu dana ozbiљnije pozabavimo њenom dresurom,priroda,NA
probaj sljepnes onako po tintari viknes nju ukapira stvari,priroda,NA
rekla takva mala pudla takva skoro prestalo ludilo proludovala prvo teranje činjenica moraš nateraš ti makar po boji glasa sme a ja kažem dosta mirna njeno ime oštrijim tonom odma bataljuje radi dolazi noge napravi sranjce jače podvikni uštini uvo taman jaukne puta znaće zabrljala tvog podvika bolela duša povučem uvo naučila progovori a mačkama juri luda dalje im krvi skoro iskopala krticu bašti krticu ćale jurio godinu dana skočila počela kopa op inače francuska pudlica ,priroda,NA
marijana p retriveri po prirodi takva rasa dosta lovačke krvi energija adrenalin kipe plus praktično štene dresurom vrijedi počinjati prije og mjeseca učiti komande tipa uz blaži trzaj povocem ćušku po dupetu po glavi brzo naučiti pokaži autoritet smije a smije kazna zajebanciju nagrada kulturu kažnjavaš radi odmah nakon učinjene pizdarije ti džaba trudi ponašaš staloženo ujednačeno njom komande izdaješ uvijek istim tonom budi dosljedna pravilima uz truda bombon,priroda,NA
 slika alpski brak jazavičar bosanski gonič barak stari ovakve slične ludi kerovi,priroda,NA
oće doživimo temu a cenim dosta љubiteљi plemenite sorte,priroda,NA
moram ispricati najbolesnije jebenom psu koga ikad videocaletov ortak drzi mu cuva radno mesto gajbuposto zivi radimesavina belgijskog ovcara sarplaninca brateveceg kera zivotu videooni rotfajleri pudliceplus jezivo agresivanna metara usrao gledajuci laje pokusava otrgne lancua inace tajcaletov ortak morao koristiti onu omcu stokujer kerove nikako dovoljnona zalost mu mogal prici igram njimjer reko nikako druzeljibuv nepoznate glavedan ujeo ogroman keral ni blizu velik a ja hteo pomazim,priroda,NA
daj oživimo temu iskustva mađarskim vižlama lep pas nekim mestima kažu nikako pas stanimam omanje dvorište pošto potpuno lovački pas navodno mu teba pun treninga istrčavanja inače bidne nesrećna e nekim mestima kaže tolko strašno a mešanca inače podseća dosta baraka slike gore al čega al boljeg kera mogao poželeti majke vižle contentuploads ,priroda,NA
čapa,priroda,NA
 lik kojim druzio neralan tice privlacenja kerova odene prati kerova svakiali put kerovi moraju njim idu zajebavali debeo podseca slaninu xd nalazio njim trafike vidim dolazi km odma prepoznam on kerova a znao zvuk napravi odmaali odma privuce kerovecak nebitno glasno kolika udaljenost kerecem jeziku kaze koski kalishu jednom blejimo iznad zoloskog vrtacak udaljeniji prilicno on zvuk napravi cujes vukove oglasavaju sea zima preljuta napoljuzivotinje vrv ni bile napoljuuradi vuci oglasavaju sei opetnerrealno jebeno gajbi spratu uradi toker pm udaljeni vidis oglasava sea zvuk radi tiho jedva ja pored cujemdobrone jedvaal uopste glasan zvuk,priroda,NA
snimak wolfdog favorit portuguese water dog dobar,priroda,NA
 pas gluv levo ,priroda,NA
ole ti napišem post jako slično iskustvo,priroda,NA
andjelkojbgnemam,priroda,NA
 desetak dana dva bretonca jednog morao dam lajalo govedo po celu noć a žao bijem jedino redeњe ćale loži lovacke kerove ja volim preterano planiram uzmem nekog kvalitetnog zlatnog volim mekane neagresivne pse akitu engleskog buldoga planiram duzmem skorijoj budućnosti,priroda,NA
 akita jako neagresivna,priroda,NA
napisao retrivera neagresivan mojne jeded prebijem dabane mali volim mekane pse agresivnih znaci љute voleo cuvam,priroda,NA
 mekan pihtijast kupi jebenog pinča ti priliči nube,priroda,NA
džabe teretana muda malena,priroda,NA
hahaga pincevi preobjadњavaju uzeo maltezera pљunuo lice đovak a њega podnosim istetoviraj pitbula pored gracanice grbi agresivni covece takve prebijam pogledom,priroda,NA
angele ,priroda,NA
stafa pit ,priroda,NA
muda rastu teretani engleski buldog ,priroda,NA
jazavičar aka kobasica odličan pas jedina mana pustiš niz stepenice,priroda,NA
 dog jbt,priroda,NA
dodirnuo najgotivniju kerecu dlaku ikada minuta japanski ker prefina preljubazna dlakastiskao kera tog ceo dan,priroda,NA
 ženku pulina prcala samojedom lice dtenad,priroda,NA
 fina štenad a psi kontam šareni vjerovatno bijeli crni špicaste njuške podignute uši ženke mužijaci kila im krzno kul fotkaćeš vidimo,priroda,NA
 daovo kerdrzao gajbi,priroda,NA
obavezno slike samolin rase obesiš,priroda,NA
 pas ,priroda,NA
 panda pas,priroda,NA
gle postoji pas pandan pandi,priroda,NA
psi rase japanska akita mislite ,priroda,NA
 ženku pulina prcala samojedom lice dtenad bač daj slike ovoga pulina a uzo hteo samojeda živo zanima čega liče kakav im karakter,priroda,NA
 kojim slučajem nekog žešćeg psa tipa rot staford pitbul kane korso sl obučavao tipičnog seoskog džukca kućnog mešanca omanjeg crno belog polučupavca vezuje trči po dvorištu fazon ma prostu džukelu onu agresivnu žicu ,priroda,NA
 ja pitammoj drug staforda napravio mirnije kuce pudleneko kuce napalo on poceo cvili drugi put napao lanuo straha al kuce valjda videlo po lavezu jaci odustaloe jednom osetilo borbu dobarmada niko sigurno ce kuce ponasa ja gledam pitove pune ljubavi dobroteigraju decom itdda kuce promeni ponasanjene verujem dobrice zver postane oseti borbu nece izbegava desi zapocinje ponekada prema ljudima ce ponasa znamtreba im stavlja korpa ulici a vlasnik kuci nek radi k,priroda,NA
 agresija zavisi bitnije ti povedes racuna tome kakvog legla stene dolazi imalo kontakta ljudima progledavanja kakva keva slicno naravno period socijalizacije tobom navikavas ljude pocetka napravis anksioznim dozivi traumu ti psi znaju jako zajebani budu stenci prezive traumu prepravke agresije uzrokovane teze ispravljanje agresije uzrokovane losom postavkom dominacije coporu svakom slucaju psa trci slobodno van dvorista smes pustati,priroda,NA
zabluda stafordi pitovi agresivni prema ljudima zapravo genetski selektovani budu agresivni prema drugim psima borba sama po veze covek pitanju pravi ogroman problem socijalizaciji drugim psima skoro resiv problem staford kvrcne napadne pas jak on cak ni vrhu nekih lista tice ujedljivosti najujedljiviji pas ovom svetu koker spanijel pas po svojoj prirodi agresivan sladak ljudi zanemaruju a ozb stetu napravi realno,priroda,NA
lol bitno lik trenira pitbula borbu ker dobre kuće keva mu pacifista ti agresivnog psa edit sojin komadić ,priroda,NA
 tesko stavit mu korpu pas navikne toverujem mu neobicno korpe navikao nju lajanjem trazio mu gazda stavi korpukazem pitova stvarno dobrihda zavisi kakvo leglo uzgajivac ponasao prema njimaima faktora verujem pitovi agresivnivelika vecina jesu im vlasnici uglavnom debilinajodvratnije ceni kuce po snazikazem ja jednom coveku nekog psa lep a on napravi facu pas vredi nicemu jaka covek fizicki slab misli drugi ljudi vrednovali po tomekako mu ,priroda,NA
 uzimas psa gledaj uzmes najrazigranije najmirnije stene legla raspitaj pitaj jesu drzali stence rukama progledali posmatraj leglo ponasaju kevom uzimaj stene ispod dva meseca nikako,priroda,NA
lol,priroda,NA
ja dve macke jedna preza ni pasamislio ce nastrada svojim stavom uspeva otera kojeg psatvrdim iskezila nakostresila borbeni pit bul podvio rep,priroda,NA
 labokv kaze pitove stafove uglavnom uzimaju debili ti psi zapravo pretrpe ozb maltretiranje kvrcnu pit staf vazi agresivnu rasu glupost agresivni prema psima ljudima zapravo jako inferiorni,priroda,NA
 ujeo koker cista mira,priroda,NA
koker ujeda cista mira stalno praksi vidimo kokera brnjica podrazumeva a imala kokera naujedao pare,priroda,NA
 kaže sojin ,priroda,NA
kazem ja ovom reko gle lep malinoa on kaze ma los ker znas mu uradio pitmnogo takvih ljudi cudimo pas napadne nekog mje najgore krivimo zivotinju,priroda,NA
ma glupost msm jeste pit jaci malinoe dizajniran dvoriste malinoa zakon radni pas dobar slican nekadasnjem vucjaku po karakteristikama malinoa agresivnija pita dosta,priroda,NA
ma ja pitam setio nečeg ranije haskija klinac dresirao tipično klinačko igranje psom vezan koristio priliku zbriše van dvorišta po sati nekada po ceo dan genetski programirani bubu teritorijalni kodirani budu razigrani eksploreri stvari pomislio haski genetski predorderđen drži mesto pravilno dresiran pit dvorišta nasrne rendom džukelu šeta po komšiluku,priroda,NA
 malinoa cuvaroa valjda belu kucu cuvaju malinoezajeban pasmeni lepiali volim pas agresivan,priroda,NA
 desi psi kolju teritorije dresiran a opasnost postoji haski primitivna rasa porediti drugim psima gomile stvari tice ni ni malamuta ni ruske lajke a pita postoji velika sansa ce klati druge pse prilike,priroda,NA
ja obozavam malinoe vucjake dusa boli nemacke ovcare osakatili greh,priroda,NA
labrador nekako najgotivnija pasmina,priroda,NA
volim vučkaste pse tipa haski recimo vezan koristio priliku zbriše van dvorišta po sati nekada po ceo dan jebeš mu mater izgleda nisi jedini d vidim haskija nekog mota po gradu dao oglas klinci drugar našao haskija pobegao vlasnici nekog udruženja našli vratili ,priroda,NA
dosta ljudi imali haskija kazu glup pas djeluje normalan drugi zanima misljenje kaze ljudi imali haskija,priroda,NA
ahahha zamisljam haskija nekom psecem drustvu polivaju nekim kucecim forama a on kapira,priroda,NA
 komdiluku haski bukvalno dan on turu pređe vlasnici puste on ide po gradu obiđe mesta blizu vrati preže sanke odmah devijacija,priroda,NA
 zove mali beli psic podseca jazavicara a glavu terijer,priroda,NA
darude sandstorm,priroda,NA
zove ejdus pička ti materina,priroda,NA
 bavi dresurom pasa,priroda,NA
pezos,priroda,NA
radim honorarno muriju vucjake sopove iskljucivo,priroda,NA
pez ,priroda,NA
inka pas,priroda,NA
bezdlaki peruanski pas,priroda,NA
 anubis,priroda,NA
kakav držanje kući nabaviti,priroda,NA
 odgovara mu klima osim andske a zvace lisce koke inace brzo ugine,priroda,NA
 lupetaj,priroda,NA
¿¡,priroda,NA
 peruanski pas preziveti obodima kosmaja pasji zivot nemoj muciti zivotinju,priroda,NA
nabijem ti prst dupe ,priroda,NA
 šarplaninaca van šarplanine kangala van turske tibetanskog mastifa van tibeta ,priroda,NA
 jako specificna rasa kreirana boga licno zahtev samana ajahuaski,priroda,NA
 jednog mladenovackog seljaka jebiga,priroda,NA
drzi pitbulova bembare ,priroda,NA
staforda,priroda,NA
 uginula belgijska ovcarka kuja godina imala rak izjeo dobio dzaba stene belgijskog ovcara lik morao resi tuzio stanodavac radni pas odlican naucio poslusnosti tice odem bicikl vozim on trci mnom miran ,priroda,NA
 pazi ja malinoa pas jedinu manu manom zvati malinoa pretrči km problemu hiper aktivan neumoran najpodobniji dresuru radi nonstop njim,priroda,NA
 stanu kavez ,priroda,NA
 malopre ja umorio stene jebeno biciklu vozio min poslednjoj brzini jedino previse radoznao hoce dvorista izadje vidi kera a prelako mu izadje kroz resetke kapiji drzim duzem lancu preraste,priroda,NA
malinoa preskače metra mesta fazon nauči ograde negde ,priroda,NA
sop bohore pored zajeban dozu nacionalizma,priroda,NA
ma jes boh stene provuce postoji ograda preskace bezobrazan ker a radoznao,priroda,NA
 naprave kerbera genetskim inzenjeringom interesantno drzati psa a poprilican cigan vezivao zivotinju moram pustim negde livadu poklonim ti ja ,priroda,NA
 preferirate odane pokorne pse svojeglave komplikovane macke,priroda,NA
 posedovati mackustvorenje crknes zavalilo dokle hrane ciniji ,priroda,NA
macke gledaњe egzoticne oranž crnog krzna psi suživot,priroda,NA
psi protiv mačaka ljudi vole mačke ja pitam definitivno psi,priroda,NA
psi mačku naučiti raskube nekoga komandu,priroda,NA
kučiki,priroda,NA
jao klasicna hipsterska prica ja macku pas poslusnik slepo prati svog gospodara macka svoj gospodar neobuzdana divlja jedinstvena ja,priroda,NA
al odakle mačke svojeglave neposlušne zgradi jedna debela ide ciganin vrata vrata govno pojela baciš lezi depresivno po ceo dan,priroda,NA
 privrzene nikome obraduje ti macka pas vidi bukvalno ce srece hahah,priroda,NA
macke razloga sere razliku dzukela pisaju seru stignu,priroda,NA
 inace hoces slugu kupi kera oces gospodara kupi macku praksi macki izvrnes konzervu granule ciniju ocistis pesak keruzanju vodaj po ceo dan napolju kisa sneg neces ti zasere stan,priroda,NA
 naravno ce najveci poslusnik sajtu morao ceo zivot peva mu kazu aplaudira masi mu kazu kompleksa voli macke po prici on glupane izadji tog mehura kom zivis pas jednako lako nauci trazi ide napolje pisa kenja a macka ti iserava jeziva tanka smrdljiva pesak kupatilo,priroda,NA
ahahah docekao penal pezz tanka puna peska,priroda,NA
 terasu garsonjera pitanju kupatilo,priroda,NA
brate volio macke nikako prije godine ja msm sajosto vrijeme rata krio ispod leseva omaci mu macka majka navali donese on donese ja majki krv pio ce znaci sprdali zvali sajovke po saju brate po znaci macke pod kozu bile uvukle nedje pola godine jedna macka ojde nedje ubiju kola ovu drugu ubiju kola ogromna tuga znaci ka ruku okinuo dotu igrat nekako reka majki trazi macke godinu saju macke omace majka mu trazi macke ja skacem majku radis jadna ce donese macke brate vrlo slicne onim proslim cak jace znaci prelijepe fine mirne umiiiljate braate znaci nevjera umiljate dodju maze cuda cuda godinu pola godine jednu ubiju kola a drugu nedugo zatim kuca macke nece imat brate prevelika tuga izgubis,priroda,NA
љudi drže macke pse kući najveće debilcine svetu,priroda,NA
mačke vode same brigu nahrani setis pusti ide po selu zivi zivot lepo slobodno kera moras vezes negde mu ogranicis kretanje debil,priroda,NA
 bohor kera mackual ce izvinjavanja naredna dva meseca ,priroda,NA
ma salim ja kerovi bolji,priroda,NA
ja macku nemam ja kucni macak napominjati rasan persijaner papirima ostalo sluzi nicemu generalno tezak smarac dosadnjakovic grebe vrata ludi celu noc po kuci nekako vezes nemam pojma meseci srbiji kazu smoren slabo jede verovatno mu nedostajem,priroda,NA
љudi drže macke pse kući najveće debilcine svetu љudi drže koњa godina kući upitni,priroda,NA
dobar,priroda,NA
macke setas nahranis zamenis pesak karakter a slepo podanicko pozicioniranje coporu vezuje uglavnom jednog clana porodice eventualno fin prema zgotivi nece pokazati pandurima drzis vutru slicne stvari psi previse komplikacije ljude vole napolju zavisi njihove dobre lose volje,priroda,NA
 kučiki,priroda,NA
petar pan pezo jao klasicna hipsterska prica ja macku pas poslusnik slepo prati svog gospodara macka svoj gospodar neobuzdana divlja jedinstvena ja bukvalno žensko ikad macketina jede sere spava a žene glume kleopatru stari egipat,priroda,NA
macke lepse mibas briga umiljate psi covek gnjavi macku spavaako budna bezi uhvatim zadrzim minutznaci najbolje spavaa nervira vlasnik psa kaze volim pse pokazuju ljubavpa price riki vidi on skace srecejooj obradovaofuj macke macke lukaveoce izrade coveka masu repom skacu srece gazdunego briga gazdukazes jojeeej rani dodji voli mea ,priroda,NA
 kaze labo usudjuje dodje zovem pricam primatima sutiraju onu pitbulove budu opasniji kakav jebeni glitch evolucije,priroda,NA
muškarci mačkoljubi većinom žešći frikovi lik mog grada nadimak mu ket fakr ladno lik pričao mu digo mazio mačku,priroda,NA
bombas stvari slazemomi generacija prave vrednosti ovi klinci danasa ljudi staro vreme ziveli najpravilnijesad seti jedne zene po ceo dan ide svojim kucetom prica njimsva posvecena kucetu kuce ceo njen svetkakav mizeran zivot ubijemucno gledati jeposebno prica kerom srodnom dusomtakav osecaj izazivaju ni prosjaci ruku nogu onaljudi izdali a kuce nece,priroda,NA
nadimak mu ket fakr ladno lik pričao mu digo mazio mačku jednom čovjeku digne odmah prozivke,priroda,NA
a drugi lik mu uginula mačka isključio fon nikom javljao dana pritom lik godine tad reci frikovi brate,priroda,NA
 ljudi srecni pojedu popijuali znali stres srecniji danastako pravilno zivi,priroda,NA
orkana pricas lazi,priroda,NA
jedna zena sexualno opstila kerom ker ljubavnikaj kupila grobno mesto nju kera budu sahranjeni jedno pored drugog,priroda,NA
trenutno psa konja sokola istreniraću sokola fata mačke baca rijeku,priroda,NA
psi naravno vidim nikakvu vrstu satisfakcije deljenju životnog prostora mačkom,priroda,NA
 jedno drugo mali macke uopste voleo promenilo porodicu macaka dvoristu onako jednu veliku porodicnu zadrugu nekoliko generacija jedno vreme macka psa obojica muzjaci zvali žuća,priroda,NA
muči pseto misli psima skeč,priroda,NA
jebala ti mačka mater ide ,priroda,NA
abokv jedna zena sexualno opstila kerom ker ljubavnikaj kupila grobno mesto nju kera budu sahranjeni jedno pored drugog ker,priroda,NA
macke setas nahranis zamenis pesak karakter a slepo podanicko pozicioniranje coporu vezuje uglavnom jednog clana porodice eventualno fin prema zgotivi nece pokazati pandurima drzis vutru slicne stvari psi previse komplikacije ljude vole napolju zavisi njihove dobre lose volje karakterhahahahhahareci engleskom buldogu karaktera ljudi svetukoji jebeno tvrdoglaviji svake macke neposlusnijiima vrsti pasa tih rasnih priznatih kojih svaka drugacija al apsolutno razume bukvalno ni recenicu sastavi kinologiji misljenje inace ce smatrati jako neispunjenim danomajde bezite macke domace najdivljije tipa tigra lava isti karakter dosadne generalno a psi kolko rasa postoji svetu drugacije pas nauci tipa malinois border koli ni simpanza jebena nauci aj mrs tim pricama macijem karakteruod tog njihovog karaktera dobijete vam skrivaju tanka jako smrdljiva svuda iza troseda ugaonih garnitura im dosadno iskopaju govno peska stave negde ispod krevetapsi puta raznovrsniji osobeniji karaktera jednolicnih macaka loze hipsteri mahom masa kruga dvojke,priroda,NA
plus pas stvarno umes mu budes karakter bukvalno nocna pogotovo rasa fci grupe primer molosabas voleo presvilenu osobu vidim barata boerboelom bulmastifom alabaiem nebitno hahah boji ni kometa svemira padne a kamoli oseti svileni glasic feministkinje mu govori ti nisi macka nemas karakter ajde mrs najobicnijeg maltezera moras karakter voleo postovao a kamoli zver psa podanika psu pogotove svileni glasovi hahha tipa bombas feministkinjea glupavu macku nikog slusa pas zadavi cim mu dodje dvoriste,priroda,NA
 vam mater jako vam isprdim po facama spavate znate snaslo,priroda,NA
hahahaha,priroda,NA
 oboje uglavnom,priroda,NA
 koker španijela izuzetno veran a komšije barem ak mačaka budu velikog dvorišta zabavljaju dan druge komšije otišle privatno germany ja prosto verujem pas tuguje njimatri dana jeo a put pređem njib on zaleti kapiju misli dolaze svemu skratim priču ja predivnog kokera dajem glas mačkama verne gazdama lakše preživljavaju gledaju svoj interes a psi previše vezani puno košta njihovom životu razlika naravno zavisnosti rasa naravno životinja malena istog gazde donekle varira po istom principu,priroda,NA
jedini razlog bavim preterano ozbiljno pezosom jeste ogromna razlika svemu dete pet godina napadne maše ručicama eto dakle svakom smislu užasno neuporedivo dominantan odnosu nemam pogonsko gorivo bakćem njim jednom rečenicom izbacio takta mesec dana smiri progoni maltene svakom upisuto stvar iskustva jednostavno kakve šanse godišnjak živi novom sadu kevom garsonjeri protiv nekog poput postoje dani vidim akcije nesretni pez čitav život diram zamisli javor pezos trči okolo unezveren proziva čelzi ja smešna spika jebena vukajlija dođeš nasmeješ progene kojekakvi mediokriteti pezosi čika bulje slični,priroda,NA
komšinica udovica muž vojno lice umro živela vučjakom mačaka vučjaka muž doneo vojske umre žena našli dana prodavnici zapitali dodje hitna policija provale uvidjaj ubio imala baka pare mačke krenule jedu jebeno pete pojele skroz videlo a vučjak podavio mačke majkao pored nerealna slika pisao tome voli mačke mrtve kerova,priroda,NA
ti video ,priroda,NA
 telo zene bora pojele macke glave ostao potiljak,priroda,NA
 psi macke zele pojedu vlasnika zatvoreni kuci drugih izvora hrane naravno ce jesti vlasnika izdrze gladi obe vrste predatori tim npr otvoren prozor ce pojesti pas a macke ce izaci napolje poceti love ptice miseve sposobnost lov zaglupljena ljudima razliku pasa pas preziveo ulici nakon doooosta zavisi odgajan rase generalno ulicni psi jedu ljudsko smece otpatke prezavisni ljudi macke jesu samostalne divlje prirodi maltene uopste pripitomljene jako retka macka kojoj ces ti izaberes partnera stalno jebu divljim mackama po njihovom izboru izgubile skoro uopste sposobnost lov imaji bolji sluh pasa nocni vid im bolji znaci nuzno macke pasa genetski programirane budu coveku prijateljpodanik same biraju nacin e macka nece rizikovati nikada zivot odbrani vlasnika macku naucis puno mahom nezainteresovane uce realno uglavnom vezuju celu porodicu poput pasa jednog clana ja licno gotivim pse macke moram glas dam mackama interesantnije zivotinje igra psom mu bacas loptu frizbi on trci macke dosta interaktivnije pogledas viralne klipove pasa nikada video pas super odan hvata loptu lol uradi preposebno preobicno ponasanje psa posebno fazon moraju izmumlaju lici wuw cak manje zanimljivih takvih psecih klipova a klipovi macaka postanu viralni druge strane klipovi macke macke love lopte lasere carsave skacu sranja normalna macija ponasanja iako tipicna macke zanimljiva svaka macka individualna drugacija macke ceo zivot daju vlasniku mazifazon vole sede krilu beze dodir bukvalno penju glavu macke mrze druge macke vole pse vole sanse zgotive razlicitosti macke macke psa psa krug dvojke govori vukajlija,priroda,NA
