post,tema,topic
ja bataljujem cigare vraćam prirodi pravim vrednostima zaposlim luna parku,drustvo,NA
 plasi mckenna ai in other words if ai is product of our imagination creativity it passes turing test then like theory consciousness creates reality very act of observing believing an ai is conscious would make it so veze neću traćim ni ni vreme stvari otkriju možete vratite postove reference edit terens dao jednostavno rešenje pitanje primarne svesti a naučnici ni dan objasne svojevoljno skupimo ispružimo šaku naravno daju ceo niz opisa mozgom dešava signali šalju šaku objasne svojevoljno deo odgovor svest vlada materijom nikada priznati,drustvo,NA
daj nemoj zajebavati pričaš nekoj svesti pet dana čovek potpisuje palcem birački spisak de leba ti,drustvo,NA
nemam komentara dovoljno piskarao pustiću blejite ja pečem suncu bournemouthu plaži rekordne vrućine ,drustvo,NA
 ideš tekme afc bournemoutha baciš tiket funti vilijam hilu praviš englez,drustvo,NA
 drkaš levom rukom po propisima,drustvo,NA
trajfors kurčiš a p ja sunčao protiv volje podgorici pakao,drustvo,NA
 zivotinjice svest,drustvo,NA
svasta sprema,drustvo,NA
 simptomaticno uzme proserava prirodi svesti singularitetu nekim ultra apstraktnim filozofskim temama nekako ispostavi narkomancina raspala obrazuje jutjubu ozbiljno bar ljudi uključujući velikog mislioca današnjice triforcea borca protiv vakcina gravitacija zdravog razuma ljudi gustera,drustvo,NA
bukvalno nećeš videti ostvarenu osobu sere a mu struka besposlicari ljudi dead end poslovima perspektive životu druze uzmi radi napravi života mani debilisanja singulariteta ljudi gustera mrtvih beba a ,drustvo,NA
isti tipovi gledaju sunce drže paleo dijete piju kombuhu date sliku ljudi izaberem triforce keca izvalio panj dajem,drustvo,NA
morao guglam konbuhu jebeno ,drustvo,NA
gambi karakteristican visak vremena lose covek ume kvalitetno dosadjuje lako ,drustvo,NA
 futurizma vezbati nauci kvalitetno dosadjuje imace dosta prednosti buducem drustvu onog ume fokusira zadatke vredan misli iskljucivo svojim ulozenim trudom doprinosi drustvu a trud trazi druge stvari radi a uci nepravedno ,drustvo,NA
lol gambi daj definiciju ostvarene osobe osnovu zaključim mere ti ispran mozak lično rešio gađaš stereotipima mnom ti uzvratiti plašiš,drustvo,NA
 mog genijalnog plana paz transhumanizam budusnost trebalo celo covecanstvo poveze tehnologijom mozgove jednom velikim globalnom super brzom bezicnim mrezom nastale podele momntalno super inteligentni hive mind radili slozno boljitak svih jedinki sistemu kraju uz pomoc vestacke inteligencije nanorobota napravili super kompjuter jest savrseni digaitalni virtualni raj dubini zemlje vremenom potpuno digitlizovati ziveli vecno zemlji postoji problem svrhe postojanja a raj raj nemas svrhu a ce mnogi ljudi virtualnom svetu ma savrsen zeleti deluju realnom svetu nekako ostavio malu grupu primata prirodno evoluira inteligntna bica slicna povrsni zemlje genetskim inzinjernigom modifikovao mozak okeje prima signele sredini mozga blizu cela super brzi link povezan vestackom inteligencijom dubine zemlje pomalo deluje usmrava cita im misli super kompjuter kome nalazi virtualni svet ogroman skener stalno skenirao celu planetu ljudi virtualnog sveta mogli budu hoce hoce povrsni zemlje realnom vremenu nevidljivi inteligentne primate ljudi cak mogli ulaze osecaju osecaju njihovog modifikovanog mozga cak im salju simbolicne ideje direktno mozak pomazu im im odmazu plus skener koristio saradnji nasim kvantnim racunarima predivdja buducnost nekom malom vremenskom intervalu mogucnosti lol ljudi mogli posmatraju razvitak nove civilizacije cak deluju pomalo nevidljivo njihovih vladara mocnika narocito nasih miljnika imali iste moci znali nase tajne radili velikim planom kasnije tome primati umru skenirali tim istim super sofisticiranim globalnim skenerom mozak prebacili virtualni svet jako nevaljale primate kaznili nedela pocinili realnom svetu niko zeleo svest prebaci drugi univerzum kvantna besmrtnost izvuku nekaznjeni a dobre pustili prebace drugi svet nagradili budu hteli nasa braca transhumanisti verovatno zeleli budu medju nijma fizicki narocito ovi isli putem geneteski modifikuju dozvoljeno pocetku nastanka nove civilizacije a razlogom civilizacija poprimila nasih ideja krha mlada civiliazija dozivela rani nepotreban kolaps kraju inteligentne primate sazru dovoljno tehnoloski razviju napravili postepeno budu isti svemocni bogovi zemlji glavni cilj plan pocetka a toku tog procesa sirili svuda univerzumu cak drugim unverzumima a zemlji verovatno jovo nanovo drugom inteligentnom vrstom usavrsimo tehniku svesna inteligentna bica postanu svojom slobodnom voljom jako dobra vezba mozemo uradimo inteligentnom vanzemaljskom vrstom nadjemo ovom univerzumu pocnemo veliku ekspanziju duboki svemir teoretski veliki problem postojanje mocnih vanzemaljca stvoreni evolucijom nekog recimo savrsenog univezuma narocito tvrdili suverni vladar tvorac tvorac postoji bolji plan svesna bioloska bica preti ce kraju svima sudi sprzi vatrom narocito ubedio mnoge njihove verne sluge sluze budu mom nesvrsenom svetu cak svemocni vladar verovatno postao primat cisto zajebava nasom svetu mocniji bolji spasava nevaljale primate svojom ideologijom daje obacanje svima ce svet savrsen zastitini znak kvadratu vidi znak nasih miljenika primata deluju skriveno povrsni zemlje usmerivali svoju civilzaciju zarad nasih visih ciljeva kroz eone ja glavni veliki arhitekta slazete naravno ja zamislio genteski modifikovao digitalizjem rogove zelim izgledam viking ceo crven navijam crvenu zvezdu nosio trozubac bog posejdon volim more mislite,drustvo,NA
 vidim manjkavosti navedenoj ideji,drustvo,NA
username checks out,drustvo,NA
dude just described current state of affairs on our neighbouring planet earth thank we dont live there place is cray cray,drustvo,NA
niko pravu ste pravu,drustvo,NA
ja odavno zabrinut budućnost nosi pogledu tehnologije kroz nju pogledu same filozofije shvatanja života nekih osnovnih stvari mnoge buduće tehnologije mjere radikalne potencijalno krupnim poslijedicama mijenjaju život korijena najbolje preveo termin disruptive jedino tješi nadam tih stvari približe ljudi uozbiljiti ozbiljnije pozabaviti svim tim poslijedice bile negativne relativno daleko lako izlaziti spekulacijama najrazličitijim vrlo zajebanim scenarijima eto tek onako iznositi no sikiriki osjetiš direktno ugrožen nadam kasno druge strane uvijek kontam život većim dijelom odvija nekim standardnim koordinatama uvijek odvijao jest tehnologija po korijena promijenila život kontam pametno tom starom dobu praistoriji nazovem perspektive doba post singulariteta post nečeg drugog singularitet slično čovjek pokuša raditi otrcana fraza al sredi moguće omudra čita dobru literaturu održava zdravlje fizičku mentalnu kondiciju psihički stabilizuje napravi dobar balans rada užitka spozna mu stvarno važno životu stvari krenu ozbiljnije dešavati dočeka moguće spreman jak fizički psihički bitno imati jaku porodicu društvo ekipu dosta kontakata sl,drustvo,NA
 uopšte uklapa koncept novog društva nažalost ja nastojim držim tradicije ljudi jednostavno popuste pred naletom bezbroj stvari sutra ti pokucam gajbu jovičiću pet ortaka ti lome koske ja pušim cigaretu ja zaista želim krivica pojedinih iritantni pravo kažnjavam starom dobu lepo novo doba svojih prednosti zašto bismo fokusirali trulo jeste razlog ti manjka opuštanje hiljadu promišljanje probaj zaljubiš ti potekne inspiracija,drustvo,NA
 kazane ti kolacić bodova uslov đe uduњala retardirana macka dvoridte pobogu pocetku onpojava iznad zanimљiv puno prica a kraju nidta kaže glup tocilo al isteko mu mandat dvorske lude r e d ,drustvo,NA
nemoj lično preuzmem seljoberčiću mali bosanski,drustvo,NA
 pokloniti vestackoj inteligenciji slici zveri ,drustvo,NA
 dwaoxe,drustvo,NA
mislite moguca besmrtnost smrt bioloski fakt nikakav napredak nauci tehnologiji spreci moguce godina moguce potencijalno produziti zivot gej stop mind uploading stop,drustvo,NA
definitivno moguće izvodljivo nekoj dalekoj budućnosti ti ja ćemo odavno budemo crvlji izmet izvodljivo,drustvo,NA
eh a nekada smatralo vek tog rešenja doći veći problem imamo nestašice smrti pospešiti razmišljalo pravcu besmrtnosti,drustvo,NA
 ti ubrizgaju besmrtan neizvodljivo ti ubrizgavaju iusporilo starenje zašto sem vrv morao redovno podvrgavaš tom nekom sranju skupo makar prvih decenija ogromna većina mogla priušti stvorilo gomilu problema postojeće,drustvo,NA
 moguće kroz medicinu tehnologiju kroz prosvetљeњe novi nivo svesti novi nacin funkcionisaњa verovatno bismo morali pronaći smisao života bar blizu ,drustvo,NA
verovatno bismo morali pronaći smisao života bar blizu libar tvoji dugovastranapost,drustvo,NA
a ti rekao jebeno besmrtan nisi odradio setio,drustvo,NA
metafizika svetlost,drustvo,NA
 misliš besmrtan besmrtni vukajlije besmrtna pokojna baba stojna zakopali jeste desilo njom,drustvo,NA
jebeno skreneš besmrtnost godina većina stanovnika psihički odlepljena kome ,drustvo,NA
šmokljo identifikuješ nečim ultimativno nisi ti probam ti dokažem sledeći način jesi ti ruka jesi ti mozak jesi ti tvog tela ti jedino ti celina ruku odsečeš ostaješ dalje ti ruke nisi ruka mozgom nemoj a živeti mozga postoje primeri nekih ljudi živeli duge relativno zdrave živote leve desne hemisfere delove tela oljuštiš glavicu luka kraju ostaje ti ti a ti paradoks iluzija kontra sama nepojmljiva pojava vidi izgleda prava istina ti ti ja ti forum ti ja nažalost hotul get point all is self telo sutra zanavijek sklopi oči ja držim otvorene svestan stvarno besmrtan krajnjem slučaju teatar ikada dođe nekog scenarija pobiti meteor uspeti skroz naskroz uništi ostaje besmrtna svest zakuvala prvom mestu vrv voajerisala samu znaš uvrnuti lol dosadi bleji jedinstvu ponoviće proces podele proizvesti novo seme života geometrijski kodirano a kodovi ištampani prirodi samima pitanje ćeš konačno uspeti ponovo vidiš magle kojom ti tamna strana maže oči,drustvo,NA
daj dokaz izasrao,drustvo,NA
 okbe,drustvo,NA
besmrtnost jedino moguća uz duboko spoznanje božijih zakona hristove nauke kroz razumevanje vaskrsenja,drustvo,NA
ma ok al ja lično neću budem živ zabole svest nastavi postoji čista nedokazana baljezgarija btw telo dotrajalo ja nemam ja neću osetim ti tvrdiš istina a nemaš dokaze kapiraš neću imati oči vidim uši čujem mozak procesuiram neću postojati bukvalno kakva svest ostala neopipljiva nedokaziva sranja,drustvo,NA
 ćeš imati postojanje drugim dimenzijama ti neshvatljivo svet posmatraš perspektive ljudskih čula,drustvo,NA
svest primarna šmokljo plašim nemaš izlaza,drustvo,NA
 contentthemesqummulatorimgtesla quote ,drustvo,NA
nemoj a živeti mozga postoje primeri nekih ljudi živeli duge relativno zdrave živote leve desne hemisfere delove tela oljuštiš glavicu luka kraju ostaje a primera ljudi ziveli obe hemisfere mozga pitam druga,drustvo,NA
 ti melkor brt npr,drustvo,NA
 ljude jedna kokoška živela meseci glave jebeno ,drustvo,NA
pise gateway,drustvo,NA
poremećeni antivakser napiše normalna osoba daj dokaz učio škola eksperiment proveo poremećeni antivakser youtube link slap,drustvo,NA
sevaste živeti bel leve hemisfere živeti desne hemisfere dokazuje život zavisi mozga tom slučaju srcem jbt,drustvo,NA
 naso kokosku vikipediji kaze sledece on september farmer lloyd olsen of fruita colorado was planning eat supper mother in law was sent out yard by wife bring back a chicken olsen chose a five a half month old wyandotte chicken named mike axe removed bulk of head but missed jugular vein leaving ear most of brain stem intact,drustvo,NA
probaj editovo ,drustvo,NA
brain stem but brain,drustvo,NA
although most of head was severed most of brain stem ear were left on body since basic functions breathing heart rate etc as well as most of a chickens reflex actions are controlled by brain stem mike was able remain quite healthy this is a good example of central motor generators enabling basic homeostatic functions be carried out in absence of higher brain centres in addition birds possess a secondary balance organ in pelvic region lumbosacral organ which controls walking locomotion virtually independently from vestibular organ involved in flight this has been used explain how a headless chicken can walk balance despite destruction of much of cranial vestibular system,drustvo,NA
au pročitao prvu rec iznervirao instant mislio pises post a kopirao ,drustvo,NA
ejdus ćeš imati postojanje drugim dimenzijama ti neshvatljivo svet posmatraš perspektive ljudskih čula odakle znaš ti shvatljivo a a pišete gluposti,drustvo,NA
 de kokošku teško dokazati poentu priče identifikovati ti kojim delom svog tela uključujući mozak živiš desnom hemisferom desna hemisfera ovi drugi žive levom hemisferom,drustvo,NA
 de kokošku teško dokazati poentu priče identifikovati ti kojim delom svog tela uključujući mozak živiš desnom hemisferom desna hemisfera ovi drugi žive levom hemisferom slazem identifikovati ni jednim svojim delom naucno fantasticnu poentu hoces izvedes potrebno brt razumeo ti tvrdis svest vecna fizicke smrti postoji isprogramirana svest otelotvori razumeo jesam stvarno mislis navedes primera ljudi ziveli jedne hemisfere mozga zakljucis svest postoji vecno eto resili jednu najvecih misterija univerzuma jebali mu kevu yt video tome znaci solved archived,drustvo,NA
daj pročitaj početni post jednom leba ti ponavljam,drustvo,NA
 svest duša mani tih komunjarsko ciganskih termina čuj svest jebene komunjare,drustvo,NA
 gledaj ovako pesak tabli e ti fizičko telo a frekvencija oblikuje jeste duneš sav pesak table ostaje,drustvo,NA
 svest duša mani tih komunjarsko ciganskih termina čuj svest jebene komunjare kakav rednečki komentar nekoga navijač kosmopolitskog avantgarde kluba,drustvo,NA
svest duša potpuno svejedno bombaš termini ovoj debati zajebani al daj držimo osnovne retorike a postoji,drustvo,NA
 primarno,drustvo,NA
dobra fora gambore zašto ljudi dalje veruju meteor cima pobije gledali pobegnu negde pod zemlju prežive iako ponudi bog postoji ni najmanje sumnjam uverio ličnim primerima suviše lični pisao takodje poznajem suviše ljudi doživeli razna neobjašnjiva čuda usudio dovodim pitanje proučavao vremenom svašta budizam islam filozofe kastanedu njuejdž istočnjački okultizam vratio pravoslavlju zapravo tek otkrivam svašta mučilo npr duše ljudi nikada čuli hrista nakon smrti no našao odgovor novom zavetu postoji medjutim jedna druga problematika naime dučić voleo kaže majke učile očenaš drugo očevi a naročito popovi nikada privoleli čemu ljudi majke bar uputile hrišćanstvo uglavnom čeka ateizam trnovit put pun nevolja izgubljenosti praznine heroine svačega lično četvoricu bivših ultra ateista najčudnije načine dospeli hrišćanstva postao sveštenik,drustvo,NA
 debata zajebana argumenti nekako igraju najmanju ulogu reče hrist ja došao zemlju donesem mir mač rastavim sina oca muža žene naravno tek vaditi konteksta opasno teško drugi dovesti spoznaje hrista čega drugog dajte ateistu dva sata napraviti vernika v jerotić put uglavnom krećeš potrebu tim zanimajte tražite čitajtepopovi vladike patrijarsi teško vam pomoći naprotiv,drustvo,NA
svest duša potpuno svejedno bombaš termini ovoj debati zajebani al daj držimo osnovne retorike a postoji svest postoji iskoristiću naučne termine iako većina veze naukom mojega po nekim naučnim žurnalima veza jednom ljudskom mozgu atoma celom svemiru pripisuje evoluciji ja nemam dalje razgovaram,drustvo,NA
post molitva bojte dužim dalje,drustvo,NA
jahahahahah čekaj svest postoji svesni duša svesna,drustvo,NA
po nekim naučnim žurnalima veza jednom ljudskom mozgu atoma celom svemiru pripisuje evoluciji ja nemam dalje razgovaram ajde sedi razmisli upravo napisao,drustvo,NA
konkretno po nekim naučnim žurnalima veza jednom ljudskom mozgu atoma celom svemiru,drustvo,NA
 ajde sedi razmisli,drustvo,NA
svesno,drustvo,NA
bog postoji postoji tbh,drustvo,NA
popovi vladike patrijarsi teško vam pomoći naprotiv praštajte gluplje pročitao skorije vreme skoro celo znanje ljudskog roda zasniva učenju unapređivanju prethodnih iskustava izjaviš stekao znanje jednog hirurga kući učeći youtube a naravno slušati onoga nekoj temi a veri ljudi crkve ti pričaš budističko joga sranja odvesri nikuda osim propast ljudi rukopoloženi znaš ukratko isus položio ruku apostole zaduženi dalje prenose učenje samim tim dodiru božanskim orginalnih rukopoložilo sledećih dalje današnjih dana rukopolaže episkop pop ulici monah božanski dodir generalno učiti nepotrebnosti sveštenstva duhovnom životu duboko pogrešno usuđujem reći satanističko moraš kažeš siguran roditelje komunisti,drustvo,NA
iskreno nadam bomby troluje ovim religija sveštenstvo powerslavlje spikama mozak procesuira ista glava odgovorna stavove dzvedza mimove,drustvo,NA
ljudi rasprava vodi ničemu vidimo zauvek godini kvantnoj sajberpank vukajliji budem pisao kakvo bahanalisanje marsu ,drustvo,NA
slušaj popa govori gledaj radi sveštenstvo svojim ponašanjem kroz vekove daleko ljudi zauvek udaljilo crkve mu način pomoglo dostojevski pisac kockar razvratnik svake vrstepokajnik objasnio predočio suštinu hrišćanstva duše moralnog života božanske ljubavi ljudima daleko bliže vladike patrijarsi monasikoji ikada živeli post ispovest pričešće važni naravno prosečnom ateisti kažeš ode crkvu uzme blagoslov pomoli prvo setiti jesu papa irinej oteraće kriviti ,drustvo,NA
 vidimo tho ćemo odavno mrtvi nećemo imati oči ćemo moći vidimo svakako pozdrav tripove ,drustvo,NA
